source_row_number,source_sheet_name,Unnamed: 2,pinyin,MC (NWH),MC (B&S),GSR,漢語大字典,廣韻,Unnamed: 9,normalized_character,normalized_pinyin,normalized_mc_nwh,normalized_mc_bs,normalized_gsr,normalized_hanyu_dazidian,normalized_guangyun
185,Feuil1,𦝠,luo3,lwa,lwa,0014a,32098.160,,0,𦝠,luo3,lwa,lwa,0014a,32098.160,
186,Feuil1,蠃,luo3,lwaX,lwaX,0014b,32122.170,163.23 306.49,13,蠃,luo3,lwaX,lwaX,0014b,32122.170,163.23 306.49
187,Feuil1,羸,lei2,liwe,ljwe,0014c,32122.190,043.06,6,羸,lei2,liwe,ljwe,0014c,32122.190,043.06
188,Feuil1,加,jia1,kae,kae,0015a,10366.010,166.34,6,加,jia1,kae,kae,0015a,10366.010,166.34
189,Feuil1,枷,jia1,kae,kae,0015c,21190.060,164.30 166.43,13,枷,jia1,kae,kae,0015c,21190.060,164.30 166.43
190,Feuil1,枷,jia1,kaeH,kaeH,0015c,21190.060,164.30 166.43,13,枷,jia1,kaeH,kaeH,0015c,21190.060,164.30 166.43
191,Feuil1,珈,jia1,kae,kae,0015d,21109.030,166.52,6,珈,jia1,kae,kae,0015d,21109.030,166.52
192,Feuil1,駕,jia4,kaeH,kaeH,0015e,74550.090,421.31,6,駕,jia4,kaeH,kaeH,0015e,74550.090,421.31
193,Feuil1,嘉,jia1,kae,kae,0015g,10672.110,166.32,6,嘉,jia1,kae,kae,0015g,10672.110,166.32
194,Feuil1,哿,ge3,kaX,kaX,0015i,10635.040,304.02,6,哿,ge3,kaX,kaX,0015i,10635.040,304.02
195,Feuil1,賀,he4,ḫaH,haH,0015j,63636.040,419.10,6,賀,he4,ḫaH,haH,0015j,63636.040,419.10
196,Feuil1,沙,sha1,ṣae,srae,0016a,31562.090,167.51 424.18,13,沙,sha1,ṣae,srae,0016a,31562.090,167.51 424.18
197,Feuil1,鯊,sha1,ṣae,srae,0016d,74693.020,167.49,6,鯊,sha1,ṣae,srae,0016d,74693.020,167.49
198,Feuil1,娑,suo1,sa,sa,0016e,21054.010,159.22 304.15,13,娑,suo1,sa,sa,0016e,21054.010,159.22 304.15
199,Feuil1,莎,sha1,ṣae,srae,0016f,53224.090,162.17,6,莎,sha1,ṣae,srae,0016f,53224.090,162.17
200,Feuil1,莎,suo1,swa,swa,0016f,53224.090,162.17,6,莎,suo1,swa,swa,0016f,53224.090,162.17
201,Feuil1,麻,ma2,mae,mae,0017a,74723.010,164.42,6,麻,ma2,mae,mae,0017a,74723.010,164.42
202,Feuil1,塺,mo4,maH,maH,0017c,10481.120,096.51 420.43,13,塺,mo4,maH,maH,0017c,10481.120,096.51 420.43
203,Feuil1,麽,mo3,maX,maX,0017d,74724.010,,0,麽,mo3,maX,maX,0017d,74724.010,
204,Feuil1,摩,mo2,ma,ma,0017e,31940.070,162.41 420.44,13,摩,mo2,ma,ma,0017e,31940.070,162.41 420.44
205,Feuil1,磨,mo2,ma,ma,0017f,42453.130,162.47 420.41,13,磨,mo2,ma,ma,0017f,42453.130,162.47 420.41
206,Feuil1,糜,mi2,mie,mje,0017g,53159.050,042.25,6,糜,mi2,mie,mje,0017g,53159.050,042.25
207,Feuil1,靡,mi2,mie,mje,0017h,64088.050,241.13,6,靡,mi2,mie,mje,0017h,64088.050,241.13
208,Feuil1,靡,mi3,mieX,mjeX,0017h,64088.050,241.13,6,靡,mi3,mieX,mjeX,0017h,64088.050,241.13
209,Feuil1,麾,hui1,hiwe,xjwe,0017i,74724.080,042.09,6,麾,hui1,hiwe,xjwe,0017i,74724.080,042.09
210,Feuil1,攠,mi2,mie,mje,0017j,31991.030,,0,攠,mi2,mie,mje,0017j,31991.030,
211,Feuil1,咼,wai1,kwaeX,kwaeX,0018a,10616.010,093.24,6,咼,wai1,kwaeX,kwaeX,0018a,10616.010,093.24
212,Feuil1,騧,gua1,kwae,kwae,0018b,74562.010,093.20 166.05,13,騧,gua1,kwae,kwae,0018b,74562.010,093.20 166.05
213,Feuil1,騧,gua1,kwea,kwea,0018b,74562.010,093.20 166.05,13,騧,gua1,kwea,kwea,0018b,74562.010,093.20 166.05
214,Feuil1,蝸,wo1,kwae,kwae,0018c,42862.140,093.19 166.08,13,蝸,wo1,kwae,kwae,0018c,42862.140,093.19 166.08
215,Feuil1,蝸,luo2,lwa,lwa,0018c,42862.140,093.19 166.08,13,蝸,luo2,lwa,lwa,0018c,42862.140,093.19 166.08
216,Feuil1,媧,wa1,kwae,kwae,0018d,21059.040,093.15 166.09,13,媧,wa1,kwae,kwae,0018d,21059.040,093.15 166.09
217,Feuil1,過,guo1,kwa,kwa,0018e,63849.080,161.39 420.06,13,過,guo1,kwa,kwa,0018e,63849.080,161.39 420.06
218,Feuil1,過,guo4,kwaH,kwaH,0018e,63849.080,161.39 420.06,13,過,guo4,kwaH,kwaH,0018e,63849.080,161.39 420.06
219,Feuil1,禍,huo4,hwaX,hwaX,0018f,42402.040,307.12,6,禍,huo4,hwaX,hwaX,0018f,42402.040,307.12
220,Feuil1,旤,huo4,hwaX,hwaX,0018g,21148.070,,0,旤,huo4,hwaX,hwaX,0018g,21148.070,
221,Feuil1,薖,ke1,khwa,khwa,0018h,53280.050,164.01,6,薖,ke1,khwa,khwa,0018h,53280.050,164.01
222,Feuil1,化,hua4,hwaeH,xwaeH,0019a,10109.040,423.39,6,化,hua4,hwaeH,xwaeH,0019a,10109.040,423.39
223,Feuil1,貨,huo4,hwaH,xwaH,0019c,63627.010,421.01,6,貨,huo4,hwaH,xwaH,0019c,63627.010,421.01
224,Feuil1,吪,e2,ṅwa,ngwa,0019d,10590.050,163.05,6,吪,e2,ṅwa,ngwa,0019d,10590.050,163.05
225,Feuil1,訛,e2,ṅwa,ngwa,0019e,63947.080,163.03,6,訛,e2,ṅwa,ngwa,0019e,63947.080,163.03
226,Feuil1,瓦,wa3,ṅwaeX,ngwaeX,0020a,21421.030,309.32 424.23,13,瓦,wa3,ṅwaeX,ngwaeX,0020a,21421.030,309.32 424.23
227,Feuil1,宜,yi2,ṅie,ngje,0021a,20920.060,045.04,6,宜,yi2,ṅie,ngje,0021a,20920.060,045.04
228,Feuil1,誼,yi4,ṅieH,ngjeH,0021h,63992.120,347.43,6,誼,yi4,ṅieH,ngjeH,0021h,63992.120,347.43
229,Feuil1,䖒,xi1,hie,xje,0022a,42827.010,044.41,6,䖒,xi1,hie,xje,0022a,42827.010,044.41
230,Feuil1,戲,xi4,hieH,xjeH,0022b,21413.130,044.35 083.14 348.28,20,戲,xi4,hieH,xjeH,0022b,21413.130,044.35 083.14 348.28
231,Feuil1,离,chi1,ṭhie,trhje,0023a,10287.110,046.10 048.33,13,离,chi1,ṭhie,trhje,0023a,10287.110,046.10 048.33
232,Feuil1,魑,chi1,ṭhie,trhje,0023b,74436.030,048.30,6,魑,chi1,ṭhie,trhje,0023b,74436.030,048.30
233,Feuil1,螭,chi1,ṭhie,trhje,0023c,42880.210,048.28,6,螭,chi1,ṭhie,trhje,0023c,42880.210,048.28
234,Feuil1,縭,li2,lie,lje,0023d,53439.030,046.05,6,縭,li2,lie,lje,0023d,53439.030,046.05
235,Feuil1,醨,li2,lie,lje,0023e,63594.010,045.39,6,醨,li2,lie,lje,0023e,63594.010,045.39
236,Feuil1,離,li2,lie,lje,0023f,64106.020,045.37 346.21 374.55,20,離,li2,lie,lje,0023f,64106.020,045.37 346.21 374.55
237,Feuil1,離,li4,lieH,ljeH,0023f,64106.020,045.37 346.21 374.55,20,離,li4,lieH,ljeH,0023f,64106.020,045.37 346.21 374.55
238,Feuil1,籬,li2,lie,lje,0023g,53034.030,045.38,6,籬,li2,lie,lje,0023g,53034.030,045.38
239,Feuil1,灕,li2,lie,lje,0023h,31793.100,046.17,6,灕,li2,lie,lje,0023h,31793.100,046.17
240,Feuil1,罹,li2,lie,lje,0024a,42925.090,045.40,6,罹,li2,lie,lje,0024a,42925.090,045.40
241,Feuil1,皮,pi2,bie,bje,0025a,42753.010,045.15,6,皮,pi2,bie,bje,0025a,42753.010,045.15
242,Feuil1,疲,pi2,bie,bje,0025d,42669.120,045.16,6,疲,pi2,bie,bje,0025d,42669.120,045.16
243,Feuil1,被,bei4,bieH,bjeH,0025e,53085.110,241.25 347.08,13,被,bei4,bieH,bjeH,0025e,53085.110,241.25 347.08
244,Feuil1,被,bei4,bieX,bjeX,0025e,53085.110,241.25 347.08,13,被,bei4,bieX,bjeX,0025e,53085.110,241.25 347.08
245,Feuil1,被,pi1,phie,phje,0025e,53085.110,241.25 347.08,13,被,pi1,phie,phje,0025e,53085.110,241.25 347.08
246,Feuil1,被,pi4,phieH,phjeH,0025e,53085.110,241.25 347.08,13,被,pi4,phieH,phjeH,0025e,53085.110,241.25 347.08
247,Feuil1,鞁,bei4,bieH,bjeH,0025f,74332.140,347.09,6,鞁,bei4,bieH,bjeH,0025f,74332.140,347.09
248,Feuil1,彼,bi3,pieX,pjeX,0025g,20817.100,241.20,6,彼,bi3,pieX,pjeX,0025g,20817.100,241.20
249,Feuil1,詖,bi4,pie,pje,0025h,63960.020,043.24 347.02,13,詖,bi4,pie,pje,0025h,63960.020,043.24 347.02
250,Feuil1,詖,bi4,pieH,pjeH,0025h,63960.020,043.24 347.02,13,詖,bi4,pieH,pjeH,0025h,63960.020,043.24 347.02
251,Feuil1,陂,bei1,pie,pje,0025i,64124.050,043.23 347.04,13,陂,bei1,pie,pje,0025i,64124.050,043.23 347.04
252,Feuil1,披,pi1,phie,phje,0025j,31861.010,043.14 246.25,13,披,pi1,phie,phje,0025j,31861.010,043.14 246.25
253,Feuil1,披,pi1,pieH,pjeH,0025j,31861.010,043.14 246.25,13,披,pi1,pieH,pjeH,0025j,31861.010,043.14 246.25
254,Feuil1,鈹,pi1,phie,phje,0025k,64192.060,043.11,6,鈹,pi1,phie,phje,0025k,64192.060,043.11
255,Feuil1,波,bo1,pa,pa,0025l,31597.070,163.33,6,波,bo1,pa,pa,0025l,31597.070,163.33
256,Feuil1,跛,bo3,paX,paX,0025m,63699.040,307.04 347.05,13,跛,bo3,paX,paX,0025m,63699.040,307.04 347.05
257,Feuil1,跛,bi4,pieH,pjeH,0025m,63699.040,307.04 347.05,13,跛,bi4,pieH,pjeH,0025m,63699.040,307.04 347.05
258,Feuil1,簸,bo4,paH,paH,0025n,53020.050,307.05 420.35,13,簸,bo4,paH,paH,0025n,53020.050,307.05 420.35
259,Feuil1,簸,bo3,paX,paX,0025n,53020.050,307.05 420.35,13,簸,bo3,paX,paX,0025n,53020.050,307.05 420.35
260,Feuil1,破,po4,phaH,phaH,0025o,42426.030,420.49,6,破,po4,phaH,phaH,0025o,42426.030,420.49
261,Feuil1,頗,po1,pha,pha,0025p,74366.100,163.39 307.10 420.50,20,頗,po1,pha,pha,0025p,74366.100,163.39 307.10 420.50
262,Feuil1,婆,po2,ba,ba,0025q,21061.110,162.29,6,婆,po2,ba,ba,0025q,21061.110,162.29
263,Feuil1,罷,ba4,beaX,beaX,0026a,42924.120,045.18 241.26 270.51,20,罷,ba4,beaX,beaX,0026a,42924.120,045.18 241.26 270.51
264,Feuil1,罷,pi2,bie,bje,0026a,42924.120,045.18 241.26 270.51,20,罷,pi2,bie,bje,0026a,42924.120,045.18 241.26 270.51
265,Feuil1,羆,pi2,pie,pje,0026b,42928.010,043.26,6,羆,pi2,pie,pje,0026b,42928.010,043.26
266,Feuil1,為,wei2,ḫiwe,hjwe,0027a,32198.110,042.01,6,為,wei2,ḫiwe,hjwe,0027a,32198.110,042.01
267,Feuil1,為,wei4,ḫiweH,hjweH,0027a,32198.110,042.01,6,為,wei4,ḫiweH,hjweH,0027a,32198.110,042.01
268,Feuil1,䦱,wei3,ḫiweX,hjweX,0027f,74309.090,093.29 243.34,13,䦱,wei3,ḫiweX,hjweX,0027f,74309.090,093.29 243.34
269,Feuil1,嬀,gui1,kiwe,kjwe,0027g,21082.061,,0,嬀,gui1,kiwe,kjwe,0027g,21082.061,
270,Feuil1,偽,wei3,ṅiweH,ngjweH,0027k,10195.040,,0,偽,wei3,ṅiweH,ngjweH,0027k,10195.040,
271,Feuil1,撝,hui1,hiwe,xjwe,0027l,31924.010,042.11,6,撝,hui1,hiwe,xjwe,0027l,31924.010,042.11
272,Feuil1,譌,e2,ṅwa,ngwa,0027m,64019.121,163.04,6,譌,e2,ṅwa,ngwa,0027m,64019.121,163.04
273,Feuil1,虧,kui1,khiwe,khjwe,0028a,42830.140,043.37,6,虧,kui1,khiwe,khjwe,0028a,42830.140,043.37
274,Feuil1,危,wei1,ṅiwe,ngjwe,0029a,10312.030,049.36,6,危,wei1,ṅiwe,ngjwe,0029a,10312.030,049.36
275,Feuil1,詭,gui3,kiweX,kjweX,0029b,63968.010,242.07,6,詭,gui3,kiweX,kjweX,0029b,63968.010,242.07
276,Feuil1,佹,gui3,kiweX,kjweX,0029c,10151.020,242.25,6,佹,gui3,kiweX,kjweX,0029c,10151.020,242.25
277,Feuil1,垝,gui3,kiweX,kjweX,0029d,10441.020,242.08 346.43,13,垝,gui3,kiweX,kjweX,0029d,10441.020,242.08 346.43
278,Feuil1,恑,gui3,kiweX,kjweX,0029e,42297.070,242.14,6,恑,gui3,kiweX,kjweX,0029e,42297.070,242.14
279,Feuil1,跪,gui4,giweX,gjweX,0029f,63704.030,242.05 246.50,13,跪,gui4,giweX,gjweX,0029f,63704.030,242.05 246.50
280,Feuil1,跪,gui4,khiweX,khjweX,0029f,63704.030,242.05 246.50,13,跪,gui4,khiweX,khjweX,0029f,63704.030,242.05 246.50
281,Feuil1,吹,chui1,chiwe,tsyhwe,0030a,10593.030,043.08 348.25,13,吹,chui1,chiwe,tsyhwe,0030a,10593.030,043.08 348.25
282,Feuil1,吹,chui4,chiweH,tsyhweH,0030a,10593.030,043.08 348.25,13,吹,chui4,chiweH,tsyhweH,0030a,10593.030,043.08 348.25
283,Feuil1,炊,chui1,chiwe,tsyhwe,0030b,32192.140,043.09,6,炊,chui1,chiwe,tsyhwe,0030b,32192.140,043.09
284,Feuil1,垂,chui2,jiwe,dzywe,0031a,10432.050,042.47,6,垂,chui2,jiwe,dzywe,0031a,10432.050,042.47
285,Feuil1,陲,chui2,jiwe,dzywe,0031b,64137.130,042.48,6,陲,chui2,jiwe,dzywe,0031b,64137.130,042.48
286,Feuil1,睡,shui4,jiweH,dzyweH,0031d,42497.040,349.18,6,睡,shui4,jiweH,dzyweH,0031d,42497.040,349.18
287,Feuil1,菙,chui2,jiweX,dzyweX,0031e,53234.150,247.02,6,菙,chui2,jiweX,dzyweX,0031e,53234.150,247.02
288,Feuil1,甀,zhui4,ḍiwe,drjwe,0031f,21426.210,042.45 348.23,13,甀,zhui4,ḍiwe,drjwe,0031f,21426.210,042.45 348.23
289,Feuil1,甀,zhui4,ḍiweH,drjweH,0031f,21426.210,042.45 348.23,13,甀,zhui4,ḍiweH,drjweH,0031f,21426.210,042.45 348.23
290,Feuil1,錘,chui2,ḍiwe,drjwe,0031g,64220.070,042.44 348.21,13,錘,chui2,ḍiwe,drjwe,0031g,64220.070,042.44 348.21
291,Feuil1,錘,chui2,ḍiweH,drjweH,0031g,64220.070,042.44 348.21,13,錘,chui2,ḍiweH,drjweH,0031g,64220.070,042.44 348.21
292,Feuil1,硾,zhui4,ḍiweH,drjweH,0031h,42437.160,348.24,6,硾,zhui4,ḍiweH,drjweH,0031h,42437.160,348.24
293,Feuil1,捶,chui2,ciweX,tsyweX,0031i,31897.130,246.09,6,捶,chui2,ciweX,tsyweX,0031i,31897.130,246.09
294,Feuil1,箠,zhui3,ciweX,tsyweX,0031j,52983.120,050.29 246.10,13,箠,zhui3,ciweX,tsyweX,0031j,52983.120,050.29 246.10
295,Feuil1,諈,zhui4,ṭiweH,trjweH,0031k,63986.110,349.29,6,諈,zhui4,ṭiweH,trjweH,0031k,63986.110,349.29
296,Feuil1,埵,duo3,twaX,twaX,0031l,10454.020,305.25,6,埵,duo3,twaX,twaX,0031l,10454.020,305.25
297,Feuil1,唾,tuo4,thwaH,thwaH,0031m,10641.140,420.26,6,唾,tuo4,thwaH,thwaH,0031m,10641.140,420.26
298,Feuil1,家,jia1,kae,kae,0032a,20930.150,166.33,6,家,jia1,kae,kae,0032a,20930.150,166.33
299,Feuil1,嫁,jia4,kaeH,kaeH,0032e,21073.110,421.33,6,嫁,jia4,kaeH,kaeH,0032e,21073.110,421.33
300,Feuil1,稼,jia4,kaeH,kaeH,0032f,42626.080,421.32,6,稼,jia4,kaeH,kaeH,0032f,42626.080,421.32
301,Feuil1,叚,jia3,kaeX,kaeX,0033a,10398.040,308.11,6,叚,jia3,kaeX,kaeX,0033a,10398.040,308.11
302,Feuil1,假,jia3,kaeX,kaeX,0033c,10196.020,308.10 421.38,13,假,jia3,kaeX,kaeX,0033c,10196.020,308.10 421.38
303,Feuil1,嘏,jia3,kaeX,kaeX,0033d,10674.050,308.09,6,嘏,jia3,kaeX,kaeX,0033d,10674.050,308.09
304,Feuil1,葭,jia1,kae,kae,0033e,53257.110,166.35,6,葭,jia1,kae,kae,0033e,53257.110,166.35
305,Feuil1,豭,jia1,kae,kae,0033f,63618.150,166.39,6,豭,jia1,kae,kae,0033f,63618.150,166.39
306,Feuil1,暇,xia4,ḫaeH,haeH,0033g,21527.020,422.46,6,暇,xia4,ḫaeH,haeH,0033g,21527.020,422.46
307,Feuil1,瑕,xia2,ḫae,hae,0033h,21128.140,167.07,6,瑕,xia2,ḫae,hae,0033h,21128.140,167.07
308,Feuil1,蝦,ha2,ḫae,hae,0033i,42874.030,167.04,6,蝦,ha2,ḫae,hae,0033i,42874.030,167.04
309,Feuil1,遐,xia2,ḫae,hae,0033j,63867.040,167.03,6,遐,xia2,ḫae,hae,0033j,63867.040,167.03
310,Feuil1,霞,xia2,ḫae,hae,0033k,64071.160,167.06,6,霞,xia2,ḫae,hae,0033k,64071.160,167.06
311,Feuil1,騢,xia2,ḫae,hae,0033l,74567.040,167.08,6,騢,xia2,ḫae,hae,0033l,74567.040,167.08
312,Feuil1,斝,jia3,kaeX,kaeX,0034a,32254.070,308.13,6,斝,jia3,kaeX,kaeX,0034a,32254.070,308.13
313,Feuil1,下,xia4,ḫaeH,haeH,0035a,10007.010,308.24 422.48,13,下,xia4,ḫaeH,haeH,0035a,10007.010,308.24 422.48
314,Feuil1,下,xia4,ḫaeX,haeX,0035a,10007.010,308.24 422.48,13,下,xia4,ḫaeX,haeX,0035a,10007.010,308.24 422.48
315,Feuil1,芐,xia4,ḫaeH,haeH,0035d,53174.100,267.26 422.49,13,芐,xia4,ḫaeH,haeH,0035d,53174.100,267.26 422.49
316,Feuil1,芐,hu4,ḫuX,huX,0035d,53174.100,267.26 422.49,13,芐,hu4,ḫuX,huX,0035d,53174.100,267.26 422.49
317,Feuil1,夏,xia4,ḫaeH,haeH,0036a,20869.100,308.26 422.47,13,夏,xia4,ḫaeH,haeH,0036a,20869.100,308.26 422.47
318,Feuil1,夏,xia4,ḫaeX,haeX,0036a,20869.100,308.26 422.47,13,夏,xia4,ḫaeX,haeX,0036a,20869.100,308.26 422.47
319,Feuil1,廈,xia4,ḫaeX,haeX,0036c,20894.180,308.27,6,廈,xia4,ḫaeX,haeX,0036c,20894.180,308.27
320,Feuil1,厦,xia4,ḫaeX,haeX,0036d,10075.250,,0,厦,xia4,ḫaeX,haeX,0036d,10075.250,
321,Feuil1,牙,ya2,ṅae,ngae,0037a,21419.080,168.09,6,牙,ya2,ṅae,ngae,0037a,21419.080,168.09
322,Feuil1,庌,ya3,ṅaeX,ngaeX,0037c,20874.020,308.04,6,庌,ya3,ṅaeX,ngaeX,0037c,20874.020,308.04
323,Feuil1,芽,ya2,ṅae,ngae,0037d,53179.130,168.11,6,芽,ya2,ṅae,ngae,0037d,53179.130,168.11
324,Feuil1,訝,ya4,ṅaeH,ngaeH,0037e,63945.030,422.06,6,訝,ya4,ṅaeH,ngaeH,0037e,63945.030,422.06
325,Feuil1,迓,ya4,ṅaeH,ngaeH,0037f,63819.020,422.05,6,迓,ya4,ṅaeH,ngaeH,0037f,63819.020,422.05
326,Feuil1,雅,ya3,ṅaeX,ngaeX,0037g,64094.020,308.02,6,雅,ya3,ṅaeX,ngaeX,0037g,64094.020,308.02
327,Feuil1,鴉,ya1,qae,'ae,0037h,74618.140,167.24,6,鴉,ya1,qae,'ae,0037h,74618.140,167.24
328,Feuil1,襾,ya4,haeX,xaeX,0038a,42805.010,308.37 421.52,13,襾,ya4,haeX,xaeX,0038a,42805.010,308.37 421.52
329,Feuil1,賈,jia4,kaeH,kaeH,0038b,63637.070,266.09 308.12 421.42,20,賈,jia4,kaeH,kaeH,0038b,63637.070,266.09 308.12 421.42
330,Feuil1,賈,gu3,kuX,kuX,0038b,63637.070,266.09 308.12 421.42,20,賈,gu3,kuX,kuX,0038b,63637.070,266.09 308.12 421.42
331,Feuil1,價,jia4,kaeH,kaeH,0038c,10224.050,421.37,6,價,jia4,kaeH,kaeH,0038c,10224.050,421.37
332,Feuil1,檟,jia3,kaeX,kaeX,0038d,21300.040,308.07,6,檟,jia3,kaeX,kaeX,0038d,21300.040,308.07
333,Feuil1,巴,ba1,pae,pae,0039a,20985.010,167.32,6,巴,ba1,pae,pae,0039a,20985.010,167.32
334,Feuil1,把,ba3,paeX,paeX,0039b,31845.040,309.12,6,把,ba3,paeX,paeX,0039b,31845.040,309.12
335,Feuil1,芭,ba1,pae,pae,0039c,53185.050,167.36,6,芭,ba1,pae,pae,0039c,53185.050,167.36
336,Feuil1,豝,ba1,pae,pae,0039d,63612.050,167.35,6,豝,ba1,pae,pae,0039d,63612.050,167.35
337,Feuil1,杷,pa2,bae,bae,0039e,21175.080,169.17 384.13 424.07,20,杷,pa2,bae,bae,0039e,21175.080,169.17 384.13 424.07
338,Feuil1,耙,pa2,bae,bae,0039e,42771.040,,0,耙,pa2,bae,bae,0039e,42771.040,
339,Feuil1,杷,ba4,baeH,baeH,0039e,21175.080,169.17 384.13 424.07,20,杷,ba4,baeH,baeH,0039e,21175.080,169.17 384.13 424.07
340,Feuil1,耙,ba4,baeH,baeH,0039e,42771.040,,0,耙,ba4,baeH,baeH,0039e,42771.040,
341,Feuil1,馬,ma3,maeX,maeX,0040a,74539.010,307.28,6,馬,ma3,maeX,maeX,0040a,74539.010,307.28
342,Feuil1,禡,ma4,maeH,maeH,0040f,42406.110,421.22,6,禡,ma4,maeH,maeH,0040f,42406.110,421.22
343,Feuil1,罵,ma4,maeH,maeH,0040h,74547.080,307.31 421.26,13,罵,ma4,maeH,maeH,0040h,74547.080,307.31 421.26
344,Feuil1,罵,ma4,maeX,maeX,0040h,74547.080,307.31 421.26,13,罵,ma4,maeX,maeX,0040h,74547.080,307.31 421.26
345,Feuil1,瓜,gua1,kwae,kwae,0041a,42654.010,166.04,6,瓜,gua1,kwae,kwae,0041a,42654.010,166.04
346,Feuil1,呱,gu1,ku,ku,0041b,10604.100,082.08,6,呱,gu1,ku,ku,0041b,10604.100,082.08
347,Feuil1,孤,gu1,ku,ku,0041c,21014.010,082.01,6,孤,gu1,ku,ku,0041c,21014.010,082.01
348,Feuil1,罛,gu1,ku,ku,0041d,42916.060,082.24,6,罛,gu1,ku,ku,0041d,42916.060,082.24
349,Feuil1,苽,gu1,ku,ku,0041e,53194.020,082.02,6,苽,gu1,ku,ku,0041e,53194.020,082.02
350,Feuil1,觚,gu1,ku,ku,0041f,63923.070,082.11,6,觚,gu1,ku,ku,0041f,63923.070,082.11
351,Feuil1,軱,gu1,ku,ku,0041g,53522.070,082.25,6,軱,gu1,ku,ku,0041g,53522.070,082.25
352,Feuil1,弧,hu2,hu,hu,0041h,20993.030,081.22,6,弧,hu2,hu,hu,0041h,20993.030,081.22
353,Feuil1,狐,hu2,hu,hu,0041i,21340.140,081.10,6,狐,hu2,hu,hu,0041i,21340.140,081.10
354,Feuil1,寡,gua3,kwaeX,kwaeX,0042a,20947.070,309.24,6,寡,gua3,kwaeX,kwaeX,0042a,20947.070,309.24
355,Feuil1,夸,kua1,khwae,khwae,0043a,10526.050,166.17,6,夸,kua1,khwae,khwae,0043a,10526.050,166.17
356,Feuil1,誇,kua1,khwae,khwae,0043b,63962.140,166.15,6,誇,kua1,khwae,khwae,0043b,63962.140,166.15
357,Feuil1,姱,kua1,khwae,khwae,0043c,21043.080,166.18,6,姱,kua1,khwae,khwae,0043c,21043.080,166.18
358,Feuil1,跨,ku4,khuH,khuH,0043d,63700.090,166.19 309.53 370.06 424.01,27,跨,ku4,khuH,khuH,0043d,63700.090,166.19 309.53 370.06 424.01
359,Feuil1,跨,kua4,khwaeH,khwaeH,0043d,63700.090,166.19 309.53 370.06 424.01,27,跨,kua4,khwaeH,khwaeH,0043d,63700.090,166.19 309.53 370.06 424.01
360,Feuil1,荂,kua1,khwae,khwae,0043e,53201.060,074.26 079.20,13,荂,kua1,khwae,khwae,0043e,53201.060,074.26 079.20
361,Feuil1,荂,kua1,hiu,xju,0043e,53201.060,074.26 079.20,13,荂,kua1,hiu,xju,0043e,53201.060,074.26 079.20
362,Feuil1,刳,ku1,khuH,khuH,0043f,10333.040,085.41,6,刳,ku1,khuH,khuH,0043f,10333.040,085.41
363,Feuil1,挎,ku1,khu,khu,0043g,31868.040,085.47,6,挎,ku1,khu,khu,0043g,31868.040,085.47
364,Feuil1,袴,ku4,khuH,khuH,0043h,53088.070,370.01,6,袴,ku4,khuH,khuH,0043h,53088.070,370.01
365,Feuil1,絝,ku4,khuH,khuH,0043i,53392.020,369.56,6,絝,ku4,khuH,khuH,0043i,53392.020,369.56
366,Feuil1,瓠,hu2,ḫu,hu,0043j,42655.100,081.26 368.55,13,瓠,hu2,ḫu,hu,0043j,42655.100,081.26 368.55
367,Feuil1,瓠,hu4,ḫuH,huH,0043j,42655.100,081.26 368.55,13,瓠,hu4,ḫuH,huH,0043j,42655.100,081.26 368.55
368,Feuil1,洿,wu1,qu,'u,0043k,31604.050,085.08 267.34,13,洿,wu1,qu,'u,0043k,31604.050,085.08 267.34
369,Feuil1,槬,hua4,ḫwaeH,hwaeH,0043l,21278.040,,0,槬,hua4,ḫwaeH,hwaeH,0043l,21278.040,
370,Feuil1,摦,hua4,ḫwaeH,hwaeH,0043m,31944.030,423.32,6,摦,hua4,ḫwaeH,hwaeH,0043m,31944.030,423.32
371,Feuil1,華,hua2,ḫwae,hwae,0044a,53213.010,165.37 166.11 423.35,20,華,hua2,ḫwae,hwae,0044a,53213.010,165.37 166.11 423.35
372,Feuil1,華,hua4,ḫwaeH,hwaeH,0044a,53213.010,165.37 166.11 423.35,20,華,hua4,ḫwaeH,hwaeH,0044a,53213.010,165.37 166.11 423.35
373,Feuil1,華,hua1,hwae,xwae,0044a,53213.010,165.37 166.11 423.35,20,華,hua1,hwae,xwae,0044a,53213.010,165.37 166.11 423.35
374,Feuil1,驊,hua2,ḫwae,hwae,0044c,74569.080,165.38,6,驊,hua2,ḫwae,hwae,0044c,74569.080,165.38
375,Feuil1,譁,hua2,hwae,xwae,0044d,64016.110,166.13,6,譁,hua2,hwae,xwae,0044d,64016.110,166.13
376,Feuil1,者,zhe3,ciaeX,tsyaeX,0045a,42780.050,307.35,6,者,zhe3,ciaeX,tsyaeX,0045a,42780.050,307.35
377,Feuil1,帾,du3,tuX,tuX,0045b',10746.080,265.34,6,帾,du3,tuX,tuX,0045b',10746.080,265.34
378,Feuil1,睹,du3,tuX,tuX,0045c',42494.030,265.29,6,睹,du3,tuX,tuX,0045c',42494.030,265.29
379,Feuil1,赭,zhe3,ciaeX,tsyaeX,0045d,53508.090,307.36,6,赭,zhe3,ciaeX,tsyaeX,0045d,53508.090,307.36
380,Feuil1,覩,du3,tuX,tuX,0045d',63669.170,265.28,6,覩,du3,tuX,tuX,0045d',63669.170,265.28
