character,in_tex,tex_entry_count,tex_entry_ids,tex_gsr_markers,tex_mc_forms,in_mand2mc,mand2mc_row_count,mand2mc_gsr_values,mand2mc_pinyin_values,mand2mc_mc_nwh_values,in_shengfu,shengfu_row_count,shengfu_phonetic_components,shengfu_component_levels,in_bs_gsr,bs_row_count,bs_gsr_values,bs_pinyin_values,bs_mc_values,bs_oc_values
𤅩,no,0,,,,no,0,,,,yes,1,𦰩,1,no,0,,,,
𤇯,no,0,,,,no,0,,,,yes,1,衣,1,no,0,,,,
𤇳,no,0,,,,no,0,,,,yes,1,戌,1,no,0,,,,
𤈥,no,0,,,,no,0,,,,yes,1,㫐,1,no,0,,,,
𤈦,no,0,,,,yes,1,0583e,hui3,hiwɨyX,yes,1,尾,1,no,0,,,,
𤈩,no,0,,,,no,0,,,,yes,3,左,1,no,0,,,,
𤉧,no,0,,,,no,0,,,,yes,2,爻,1,no,0,,,,
𤊹,no,0,,,,no,0,,,,yes,1,孛,1,no,0,,,,
𤊽,no,0,,,,no,0,,,,yes,1,尞,1,no,0,,,,
𤊾,no,0,,,,no,0,,,,yes,1,蔑,1,no,0,,,,
𤋯,no,0,,,,yes,2,1151a,liao2; liao4,liew; liewH,no,0,,,no,0,,,,
𤌌,no,0,,,,no,0,,,,yes,2,熒,1,no,0,,,,
𤌍,no,0,,,,no,0,,,,yes,1,隺,1,no,0,,,,
𤎭,no,0,,,,no,0,,,,yes,1,㐭,1,no,0,,,,
𤏻,no,0,,,,no,0,,,,yes,1,燮,1,no,0,,,,
𤐫,no,0,,,,yes,2,1157a,piao1; piao4,phyiew; phyiewH,yes,1,票,1,no,0,,,,
𤒅,no,0,,,,no,0,,,,yes,1,焦,1,no,0,,,,
𤒓,no,0,,,,no,0,,,,yes,2,𢨋,1,no,0,,,,
𤒾,no,0,,,,yes,1,1157c,biao1,pyiew,no,0,,,no,0,,,,
𤓿,no,0,,,,no,0,,,,yes,1,𤓿,1,no,0,,,,
𤔌,no,0,,,,no,0,,,,yes,1,𤔌,1,no,0,,,,
𤔔,no,0,,,,yes,1,0180a,luan4,lwanH,yes,1,𤔔,1,no,0,,,,
𤔱,no,0,,,,no,0,,,,yes,1,舀,1,no,0,,,,
𤕝,no,0,,,,yes,1,1167g,jiao4,kaewH,no,0,,,no,0,,,,
𤕟,no,0,,,,no,0,,,,yes,1,疋,1,no,0,,,,
𤕦,no,0,,,,no,0,,,,yes,1,𤕦,1,no,0,,,,
𤗚,no,0,,,,no,0,,,,yes,2,畐,1,no,0,,,,
𤘌,no,0,,,,no,0,,,,yes,1,可,2,no,0,,,,
𤘝,no,0,,,,no,0,,,,yes,1,分,1,no,0,,,,
𤘡,no,0,,,,no,0,,,,yes,1,今,1,no,0,,,,
𤘸,no,0,,,,no,0,,,,yes,1,𠬢,1,no,0,,,,
𤘾,no,0,,,,no,0,,,,yes,1,平,1,no,0,,,,
𤙛,no,0,,,,no,0,,,,yes,1,余,1,no,0,,,,
𤛎,no,0,,,,no,0,,,,yes,2,母,2,no,0,,,,
𤛑,no,0,,,,no,0,,,,yes,1,用,2,no,0,,,,
𤜂,no,0,,,,no,0,,,,yes,3,衛,1,no,0,,,,
𤜝,no,0,,,,no,0,,,,yes,1,几,1,no,0,,,,
𤜣,no,0,,,,no,0,,,,yes,2,它,1,no,0,,,,
𤜵,no,0,,,,no,0,,,,yes,3,幵,1,no,0,,,,
𤝱,no,0,,,,no,0,,,,yes,1,因,1,no,0,,,,
𤝻,no,0,,,,no,0,,,,yes,1,多,1,no,0,,,,
𤞛,no,0,,,,no,0,,,,yes,2,爿,1,no,0,,,,
𤞞,no,0,,,,no,0,,,,yes,2,谷,1,no,0,,,,
𤟇,no,0,,,,no,0,,,,yes,1,炎,1,no,0,,,,
𤟌,no,0,,,,no,0,,,,yes,1,爿,1,no,0,,,,
𤟍,no,0,,,,no,0,,,,yes,1,易,1,no,0,,,,
𤟟,no,0,,,,no,0,,,,yes,2,音,1,no,0,,,,
𤟢,no,0,,,,no,0,,,,yes,1,盾,1,no,0,,,,
𤟤,no,0,,,,no,0,,,,yes,2,軍,1,no,0,,,,
𤟧,no,0,,,,no,0,,,,yes,1,囟,2,no,0,,,,
𤡃,no,0,,,,no,0,,,,yes,1,束2,1,no,0,,,,
𤡬,no,0,,,,no,0,,,,yes,1,壹,1,no,0,,,,
𤢺,no,0,,,,no,0,,,,yes,1,吉,2,no,0,,,,
𤣔,no,0,,,,yes,1,0359k,xian3,sienX,no,0,,,no,0,,,,
𤣨,no,0,,,,no,0,,,,yes,1,曷,1,no,0,,,,
𤣻,no,0,,,,yes,1,0492d,mo4,mwət,no,0,,,no,0,,,,
𤤄,no,0,,,,no,0,,,,yes,1,𠬛,1,no,0,,,,
𤤺,no,0,,,,no,0,,,,yes,1,曳,1,no,0,,,,
𤦃,no,0,,,,no,0,,,,yes,1,來,1,no,0,,,,
𤨙,no,0,,,,no,0,,,,yes,1,力,1,no,0,,,,
𤩭,no,0,,,,no,0,,,,yes,1,号,2,no,0,,,,
𤩮,no,0,,,,no,0,,,,yes,1,𣪠,1,no,0,,,,
𤪌,no,0,,,,no,0,,,,yes,1,𢍁,1,no,0,,,,
𤪍,no,0,,,,no,0,,,,yes,1,害,1,no,0,,,,
𤪎,no,0,,,,no,0,,,,yes,3,卣,1,no,0,,,,
𤫉,no,0,,,,no,0,,,,yes,1,燮,1,no,0,,,,
𤫕,no,0,,,,no,0,,,,yes,1,夒,1,no,0,,,,
𤬐,no,0,,,,no,0,,,,yes,1,熒,1,no,0,,,,
𤬖,no,0,,,,no,0,,,,yes,2,䍃,1,no,0,,,,
𤬯,no,0,,,,no,0,,,,yes,1,今,1,no,0,,,,
𤬰,no,0,,,,no,0,,,,yes,1,今,1,no,0,,,,
𤭛,no,0,,,,no,0,,,,yes,1,剛,1,no,0,,,,
𤭢,no,0,,,,no,0,,,,yes,1,卒,1,no,0,,,,
𤮪,no,0,,,,no,0,,,,yes,1,𡰫,1,no,0,,,,
𤯌,no,0,,,,yes,1,0606d,gan1,kam,no,0,,,no,0,,,,
𤯍,no,0,,,,no,0,,,,yes,3,甘,1,no,0,,,,
𤯷,no,0,,,,no,0,,,,yes,1,㞷,1,no,0,,,,
𤰈,no,0,,,,no,0,,,,yes,1,𤰇,1,no,0,,,,
𤰕,no,0,,,,yes,1,0422b,juan3,kwenX,no,0,,,no,0,,,,
𤱎,no,0,,,,no,0,,,,yes,1,幺,1,no,0,,,,
𤲑,no,0,,,,no,0,,,,yes,1,襾,2,no,0,,,,
𤲬,no,0,,,,no,0,,,,yes,4,需,2,no,0,,,,
𤳊,no,0,,,,no,0,,,,yes,1,并,1,no,0,,,,
𤴘,no,0,,,,no,0,,,,yes,1,𤴘,1,no,0,,,,
𤴙,no,0,,,,no,0,,,,yes,2,疋,1,no,0,,,,
𤴨,no,0,,,,no,0,,,,yes,2,又,1,no,0,,,,
𤴯,no,0,,,,yes,1,0163b,huan4,hwanH,yes,1,夗,2,no,0,,,,
𤷇,no,0,,,,no,0,,,,yes,2,或,1,no,0,,,,
𤸁,no,0,,,,no,0,,,,yes,1,彖,1,no,0,,,,
𤸪,no,0,,,,no,0,,,,yes,1,丯,1,no,0,,,,
𤸫,no,0,,,,no,0,,,,yes,2,員,1,no,0,,,,
𤸬,no,0,,,,no,0,,,,yes,1,衰,1,no,0,,,,
𤸱,no,0,,,,no,0,,,,yes,2,盍,1,no,0,,,,
𤸷,no,0,,,,no,0,,,,yes,2,聿,3,no,0,,,,
𤹝,no,0,,,,no,0,,,,yes,1,畢,1,no,0,,,,
𤺄,no,0,,,,yes,1,1188d',zhong3,jiəwṅX,yes,1,東,2,no,0,,,,
𤺉,no,0,,,,no,0,,,,yes,1,爲,1,no,0,,,,
𤺊,no,0,,,,no,0,,,,yes,2,斯,1,no,0,,,,
𤺺,no,0,,,,yes,1,0148b,dan3,tanX,yes,1,旦,2,no,0,,,,
𤻲,no,0,,,,no,0,,,,yes,2,樂,1,no,0,,,,
𤼃,no,0,,,,no,0,,,,yes,1,龍,1,no,0,,,,
𤼒,no,0,,,,no,0,,,,yes,1,巂,1,no,0,,,,
𤼤,no,0,,,,no,0,,,,yes,1,𡚤,1,no,0,,,,
𤽊,no,0,,,,no,0,,,,yes,1,比,1,no,0,,,,
𤾸,no,0,,,,no,0,,,,yes,1,爲,1,no,0,,,,
𥁑,no,0,,,,yes,1,0405s,mi4,myit,yes,1,必,1,no,0,,,,
𥁕,no,0,,,,no,0,,,,yes,1,𥁕,1,no,0,,,,
𥁠,no,0,,,,no,0,,,,yes,1,龹,1,no,0,,,,
𥂓,no,0,,,,no,0,,,,yes,2,麻,1,no,0,,,,
𥂫,no,0,,,,no,0,,,,yes,1,戔,1,no,0,,,,
𥂸,no,0,,,,no,0,,,,yes,1,昜,1,no,0,,,,
𥄉,no,0,,,,no,0,,,,yes,1,梟,1,no,0,,,,
𥄎,no,0,,,,no,0,,,,yes,2,𥄎,1,no,0,,,,
𥄕,no,0,,,,no,0,,,,yes,1,蔑,1,no,0,,,,
𥄗,no,0,,,,yes,1,0273a,wo4,qwat,yes,1,𥄗,1,no,0,,,,
𥄱,no,0,,,,no,0,,,,yes,1,弗,1,no,0,,,,
𥄴,no,0,,,,no,0,,,,yes,1,穴,1,no,0,,,,
𥅠,no,0,,,,no,0,,,,yes,1,后,1,no,0,,,,
𥆞,no,0,,,,no,0,,,,yes,1,𥆞,1,no,0,,,,
𥇕,no,0,,,,no,0,,,,yes,1,制,1,no,0,,,,
𥇖,no,0,,,,no,0,,,,yes,2,非,1,no,0,,,,
𥇛,no,0,,,,no,0,,,,yes,2,䀠,1,no,0,,,,
𥇜,no,0,,,,no,0,,,,yes,2,𦎫,1,no,0,,,,
𥈆,no,0,,,,no,0,,,,yes,2,冃,1,no,0,,,,
𥈼,no,0,,,,no,0,,,,yes,1,般,1,no,0,,,,
𥈾,no,0,,,,no,0,,,,yes,1,穴,1,no,0,,,,
𥉁,no,0,,,,no,0,,,,yes,2,䀠,1,no,0,,,,
𥉈,no,0,,,,no,0,,,,yes,1,攸,1,no,0,,,,
𥉻,no,0,,,,no,0,,,,yes,3,祭,1,no,0,,,,
𥋚,no,0,,,,no,0,,,,yes,1,蔑,1,no,0,,,,
𥌈,no,0,,,,no,0,,,,yes,2,監,1,no,0,,,,
𥌊,no,0,,,,no,0,,,,yes,2,辡,1,no,0,,,,
𥌣,no,0,,,,no,0,,,,yes,2,縣,2,no,0,,,,
𥌭,no,0,,,,no,0,,,,yes,3,縣,1,no,0,,,,
𥍟,no,0,,,,no,0,,,,yes,1,役,1,no,0,,,,
𥍫,no,0,,,,no,0,,,,yes,1,良,1,no,0,,,,
𥎆,no,0,,,,no,0,,,,yes,1,害,1,no,0,,,,
𥏫,no,0,,,,yes,2,0720i',shang1; qiang1,śiaṅ; tshiaṅ,yes,2,昜,1,no,0,,,,
𥏳,no,0,,,,no,0,,,,yes,1,疑,2,no,0,,,,
𥓋,no,0,,,,no,0,,,,yes,1,兒,1,no,0,,,,
𥗁,no,0,,,,no,0,,,,yes,1,者,1,no,0,,,,
𥚩,no,0,,,,no,0,,,,yes,1,疋,1,no,0,,,,
𥛅,no,0,,,,no,0,,,,yes,1,卯,2,no,0,,,,
𥛙,no,0,,,,yes,1,0720h',shang1,śiaṅ,no,0,,,no,0,,,,
𥛚,no,0,,,,no,0,,,,yes,1,帝,2,no,0,,,,
𥛱,no,0,,,,yes,1,0750e,beng1,paeṅ,no,0,,,no,0,,,,
𥝌,no,0,,,,no,0,,,,yes,1,𥝌,1,no,0,,,,
𥝖,no,0,,,,no,0,,,,yes,1,气,2,no,0,,,,
𥝢,no,0,,,,yes,1,0519b,li4,liyH,no,0,,,no,0,,,,
𥠄,no,0,,,,no,0,,,,yes,2,耑,1,no,0,,,,
𥠡,no,0,,,,no,0,,,,yes,1,悤,1,no,0,,,,
𥡃,no,0,,,,no,0,,,,yes,1,亡,1,no,0,,,,
𥢑,no,0,,,,no,0,,,,yes,1,咎,1,no,0,,,,
𥢔,no,0,,,,no,0,,,,yes,1,卓,1,no,0,,,,
𥢶,no,0,,,,no,0,,,,yes,2,會,1,no,0,,,,
𥣫,no,0,,,,yes,1,0311i,mie4,met,yes,1,蔑,1,no,0,,,,
𥥊,no,0,,,,no,0,,,,yes,1,皿,1,no,0,,,,
𥥍,no,0,,,,no,0,,,,yes,1,罙,1,no,0,,,,
𥥻,no,0,,,,yes,1,0831j,qing4,kheṅH,yes,1,巠,1,no,0,,,,
𥨍,no,0,,,,no,0,,,,yes,2,复,1,no,0,,,,
𥨎,no,0,,,,no,0,,,,yes,1,覃,1,no,0,,,,
𥨪,no,0,,,,no,0,,,,yes,1,宫,1,no,0,,,,
𥩵,no,0,,,,no,0,,,,yes,1,并,1,no,0,,,,
𥪋,no,0,,,,no,0,,,,yes,2,𥪋,1,no,0,,,,
𥫱,no,0,,,,no,0,,,,yes,1,屯,1,no,0,,,,
𥬔,no,0,,,,no,0,,,,yes,1,去,1,no,0,,,,
𥬸,no,0,,,,no,0,,,,yes,1,朶,1,no,0,,,,
𥭓,no,0,,,,no,0,,,,yes,2,豹; 勺,1,no,0,,,,
𥭖,no,0,,,,no,0,,,,yes,1,豹,1,no,0,,,,
𥮐,no,0,,,,no,0,,,,yes,1,周,1,no,0,,,,
𥮒,no,0,,,,no,0,,,,yes,1,占,1,no,0,,,,
𥮚,no,0,,,,no,0,,,,yes,2,刪,1,no,0,,,,
𥯕,no,0,,,,no,0,,,,yes,2,昜,1,no,0,,,,
𥰠,no,0,,,,no,0,,,,yes,1,旅,1,no,0,,,,
𥰨,no,0,,,,no,0,,,,yes,1,炎,1,no,0,,,,
𥱼,no,0,,,,no,0,,,,yes,1,卑,1,no,0,,,,
𥲅,no,0,,,,no,0,,,,yes,1,𠃬,1,no,0,,,,
𥲒,no,0,,,,yes,1,1019e,zhu4,ṭiuwk,no,0,,,no,0,,,,
𥲤,no,0,,,,yes,1,0078g,ju4,giəX,no,0,,,no,0,,,,
𥳎,no,0,,,,no,0,,,,yes,3,工,2,no,0,,,,
𥳠,no,0,,,,no,0,,,,yes,1,虒,1,no,0,,,,
𥴧,no,0,,,,no,0,,,,yes,2,虍,2,no,0,,,,
𥴨,no,0,,,,no,0,,,,yes,1,旡,2,no,0,,,,
𥴫,no,0,,,,no,0,,,,yes,1,𡱂,1,no,0,,,,
𥵨,no,0,,,,no,0,,,,yes,1,臱,1,no,0,,,,
𥶷,no,0,,,,no,0,,,,yes,1,𠨎,1,no,0,,,,
𥷚,no,0,,,,yes,1,1017k,ju1,kiuwk,no,0,,,no,0,,,,
𥸤,no,0,,,,no,0,,,,yes,1,龠,1,no,0,,,,
𥹆,no,0,,,,no,0,,,,yes,1,米,1,no,0,,,,
𥻅,no,0,,,,no,0,,,,yes,1,畐,1,no,0,,,,
𥻦,no,0,,,,no,0,,,,yes,1,殺,1,no,0,,,,
𥼚,no,0,,,,yes,1,1148m,zhuo1,tṣaewk,no,0,,,no,0,,,,
𥼶,no,0,,,,yes,1,0790k,shi4,śiek,yes,1,睪,1,no,0,,,,
𥽘,no,0,,,,no,0,,,,yes,1,蔑,1,no,0,,,,
𥽿,no,0,,,,yes,1,1128b,zuo4,tsak,no,0,,,no,0,,,,
𥿄,no,0,,,,no,0,,,,yes,1,氐,1,no,0,,,,
𥿩,no,0,,,,no,0,,,,yes,1,次,1,no,0,,,,
𥿮,no,0,,,,no,0,,,,yes,1,弋,1,no,0,,,,
𥿯,no,0,,,,no,0,,,,yes,1,𠂢,1,no,0,,,,
𥿼,no,0,,,,no,0,,,,yes,1,亡,1,no,0,,,,
𦁉,no,0,,,,no,0,,,,yes,1,妾,1,no,0,,,,
𦁎,no,0,,,,no,0,,,,yes,1,昔,1,no,0,,,,
𦁐,no,0,,,,no,0,,,,yes,2,出,2,no,0,,,,
𦂄,no,0,,,,no,0,,,,yes,1,皆,1,no,0,,,,
𦃇,no,0,,,,no,0,,,,yes,1,虒,1,no,0,,,,
𦃏,no,0,,,,no,0,,,,yes,1,殺,1,no,0,,,,
𦃖,no,0,,,,no,0,,,,yes,1,炎,1,no,0,,,,
𦃘,no,0,,,,yes,1,0595h,zhi4,ḍiyH,no,0,,,no,0,,,,
𦃙,no,0,,,,no,0,,,,yes,2,暴,1,no,0,,,,
𦄍,no,0,,,,no,0,,,,yes,1,爽,1,no,0,,,,
𦄑,no,0,,,,no,0,,,,yes,1,彗,1,no,0,,,,
𦄼,no,0,,,,no,0,,,,yes,3,須,1,no,0,,,,
𦅽,no,0,,,,no,0,,,,yes,1,廾,1,no,0,,,,
𦅾,no,0,,,,no,0,,,,yes,1,敫,1,no,0,,,,
𦆀,no,0,,,,no,0,,,,yes,2,㳄,1,no,0,,,,
𦆾,no,0,,,,no,0,,,,yes,2,率,1,no,0,,,,
𦇧,no,0,,,,no,0,,,,yes,1,㓹,1,no,0,,,,
𦇺,no,0,,,,no,0,,,,yes,1,麻,1,no,0,,,,
𦈸,no,0,,,,no,0,,,,yes,1,或,1,no,0,,,,
𦈼,no,0,,,,no,0,,,,yes,1,垂,1,no,0,,,,
𦉈,no,0,,,,no,0,,,,yes,2,垂,1,no,0,,,,
𦉢,no,0,,,,yes,1,0836e,ling2,leṅ,yes,1,霝,1,no,0,,,,
𦊂,no,0,,,,no,0,,,,yes,1,互,1,no,0,,,,
𦊮,no,0,,,,yes,1,0598l,mi2,myie,no,0,,,no,0,,,,
𦌔,no,0,,,,no,0,,,,yes,4,𠨎,1,no,0,,,,
𦌬,no,0,,,,no,0,,,,yes,2,無,1,no,0,,,,
𦌾,no,0,,,,no,0,,,,yes,1,睘,1,no,0,,,,
𦍒,no,0,,,,yes,1,0271a,ta4,that,no,0,,,no,0,,,,
𦍙,no,0,,,,no,0,,,,yes,1,羊,1,no,0,,,,
𦍧,no,0,,,,no,0,,,,yes,1,此,1,no,0,,,,
𦍲,no,0,,,,no,0,,,,yes,1,羊,1,no,0,,,,
𦎣,no,0,,,,no,0,,,,yes,3,垔,1,no,0,,,,
𦎦,no,0,,,,no,0,,,,yes,1,敄,1,no,0,,,,
𦎧,no,0,,,,yes,1,0464a,chun2,jiwin,no,0,,,no,0,,,,
𦎫,no,0,,,,no,0,,,,yes,1,𦎫,1,no,0,,,,
𦎸,no,0,,,,no,0,,,,yes,2,朿,1,no,0,,,,
𦐇,no,0,,,,yes,1,0628a,ta4,thap,yes,1,𦐇,1,no,0,,,,
𦐈,no,0,,,,yes,1,0471e,fen1,piun,no,0,,,no,0,,,,
𦐉,no,0,,,,no,0,,,,yes,1,止,1,no,0,,,,
𦐖,no,0,,,,no,0,,,,yes,1,枳,1,no,0,,,,
𦑜,no,0,,,,no,0,,,,yes,1,革,1,no,0,,,,
𦑥,no,0,,,,yes,1,0045o,zhu4,coH,no,0,,,no,0,,,,
𦒶,no,0,,,,no,0,,,,yes,1,𦒶,1,no,0,,,,
𦒷,no,0,,,,yes,1,1137h,mao4,mawH,no,0,,,no,0,,,,
𦒻,no,0,,,,no,0,,,,yes,2,占,1,no,0,,,,
𦓚,no,0,,,,no,0,,,,yes,2,耑,1,no,0,,,,
𦓯,no,0,,,,no,0,,,,yes,1,圭,1,no,0,,,,
𦓾,no,0,,,,no,0,,,,yes,3,囷,1,no,0,,,,
𦔐,no,0,,,,no,0,,,,yes,1,員,1,no,0,,,,
𦔯,no,0,,,,no,0,,,,yes,1,𦔯,1,no,0,,,,
𦕒,no,0,,,,no,0,,,,yes,1,占,1,no,0,,,,
𦗕,no,0,,,,no,0,,,,yes,3,麻,1,no,0,,,,
𦗳,no,0,,,,no,0,,,,yes,1,農,1,no,0,,,,
𦘍,no,0,,,,no,0,,,,yes,1,癸,1,no,0,,,,
𦘔,no,0,,,,no,0,,,,yes,1,𦘔,1,no,0,,,,
𦙴,no,0,,,,no,0,,,,yes,1,主,1,no,0,,,,
𦙼,no,0,,,,no,0,,,,yes,1,此,1,no,0,,,,
𦛙,no,0,,,,no,0,,,,yes,1,丁,2,no,0,,,,
𦝠,no,0,,,,yes,1,0014a,luo3,lwa,no,0,,,no,0,,,,
𦝢,no,0,,,,no,0,,,,yes,2,癸,1,no,0,,,,
𦝨,no,0,,,,no,0,,,,yes,2,皆,1,no,0,,,,
𦝭,no,0,,,,no,0,,,,yes,1,帥,1,no,0,,,,
𦞙,no,0,,,,no,0,,,,yes,3,鬼,1,no,0,,,,
𦞜,no,0,,,,no,0,,,,yes,1,息,1,no,0,,,,
𦞦,no,0,,,,no,0,,,,yes,2,隺,1,no,0,,,,
𦟁,no,0,,,,no,0,,,,yes,2,亡,1,no,0,,,,
𦟠,no,0,,,,no,0,,,,yes,1,戚,1,no,0,,,,
𦠄,no,0,,,,no,0,,,,yes,1,幾,1,no,0,,,,
𦠆,no,0,,,,no,0,,,,yes,1,𠨎,1,no,0,,,,
𦡼,no,0,,,,no,0,,,,yes,1,疑,1,no,0,,,,
𦢊,no,0,,,,no,0,,,,yes,2,暴,1,no,0,,,,
𦣏,no,0,,,,no,0,,,,yes,2,䜌,1,no,0,,,,
𦣞,no,0,,,,no,0,,,,yes,1,𦣞,1,no,0,,,,
𦣠,no,0,,,,yes,1,0743a,wang4,miaṅH,no,0,,,no,0,,,,
𦣻,no,0,,,,no,0,,,,yes,1,首,1,no,0,,,,
𦤘,no,0,,,,yes,1,1186a,yong1,yiəwṅ,no,0,,,no,0,,,,
𦤙,no,0,,,,no,0,,,,yes,1,出,1,no,0,,,,
𦥊,no,0,,,,no,0,,,,yes,2,至,1,no,0,,,,
𦥑,no,0,,,,no,0,,,,yes,2,𦥑,1,no,0,,,,
𦥭,no,0,,,,no,0,,,,yes,1,屰,1,no,0,,,,
𦧡,no,0,,,,no,0,,,,yes,2,舌2,1,no,0,,,,
𦧥,no,0,,,,no,0,,,,yes,1,沓,1,no,0,,,,
𦨉,no,0,,,,no,0,,,,yes,1,月,1,no,0,,,,
𦩍,no,0,,,,no,0,,,,yes,2,周,1,no,0,,,,
𦪶,no,0,,,,no,0,,,,yes,1,𧰲,1,no,0,,,,
𦫳,no,0,,,,no,0,,,,yes,2,乖,1,no,0,,,,
𦫶,no,0,,,,no,0,,,,yes,3,丩,1,no,0,,,,
𦬕,no,0,,,,no,0,,,,yes,2,中,1,no,0,,,,
𦬸,no,0,,,,no,0,,,,yes,1,术,1,no,0,,,,
𦬺,no,0,,,,no,0,,,,yes,1,兄,1,no,0,,,,
𦭶,no,0,,,,no,0,,,,yes,1,先,1,no,0,,,,
𦭼,no,0,,,,no,0,,,,yes,1,𠬪,1,no,0,,,,
𦮃,no,0,,,,no,0,,,,yes,1,乖,1,no,0,,,,
𦮺,no,0,,,,no,0,,,,yes,1,厶,1,no,0,,,,
𦮼,no,0,,,,no,0,,,,yes,1,己,1,no,0,,,,
𦯈,no,0,,,,no,0,,,,yes,1,侵,1,no,0,,,,
𦯍,no,0,,,,no,0,,,,yes,1,𦔮,1,no,0,,,,
𦯔,no,0,,,,yes,1,0591i,ti2,dey,no,0,,,no,0,,,,
𦱀,no,0,,,,no,0,,,,yes,1,毓,2,no,0,,,,
𦱁,no,0,,,,no,0,,,,yes,1,弦,1,no,0,,,,
𦱄,no,0,,,,no,0,,,,yes,1,瓜,1,no,0,,,,
𦱊,no,0,,,,no,0,,,,yes,1,爭,1,no,0,,,,
𦱌,no,0,,,,no,0,,,,yes,1,剛,1,no,0,,,,
𦳆,no,0,,,,no,0,,,,yes,2,㕣,1,no,0,,,,
𦳈,no,0,,,,no,0,,,,yes,1,比,1,no,0,,,,
𦳋,no,0,,,,no,0,,,,yes,1,㕟,1,no,0,,,,
𦳙,no,0,,,,no,0,,,,yes,1,至,1,no,0,,,,
𦳚,no,0,,,,no,0,,,,yes,1,是,1,no,0,,,,
𦳜,no,0,,,,no,0,,,,yes,1,昏,1,no,0,,,,
𦳝,no,0,,,,no,0,,,,yes,1,昜,1,no,0,,,,
𦵡,no,0,,,,no,0,,,,yes,2,宫,1,no,0,,,,
𦵦,no,0,,,,no,0,,,,yes,1,叔,1,no,0,,,,
𦵯,no,0,,,,no,0,,,,yes,1,害,1,no,0,,,,
𦵵,no,0,,,,no,0,,,,yes,1,卣,1,no,0,,,,
𦵿,no,0,,,,no,0,,,,yes,1,不,2,no,0,,,,
𦸂,no,0,,,,no,0,,,,yes,1,罙,1,no,0,,,,
𦸜,no,0,,,,no,0,,,,yes,1,𡿧,1,no,0,,,,
𦸣,no,0,,,,no,0,,,,yes,3,卑,1,no,0,,,,
𦺇,no,0,,,,no,0,,,,yes,1,毒,1,no,0,,,,
𦺉,no,0,,,,no,0,,,,yes,1,甫,2,no,0,,,,
𦺊,no,0,,,,no,0,,,,yes,1,元,1,no,0,,,,
𦺍,no,0,,,,no,0,,,,yes,1,前,1,no,0,,,,
𦺒,no,0,,,,no,0,,,,yes,1,敄,1,no,0,,,,
𦺶,no,0,,,,no,0,,,,yes,1,㓹,1,no,0,,,,
𦼉,no,0,,,,no,0,,,,yes,1,雈,1,no,0,,,,
𦼪,no,0,,,,no,0,,,,yes,1,矛,1,no,0,,,,
𦼫,no,0,,,,no,0,,,,yes,2,虍,2,no,0,,,,
𦼭,no,0,,,,no,0,,,,yes,1,甫,2,no,0,,,,
𦼰,no,0,,,,no,0,,,,yes,1,曷,1,no,0,,,,
𦼷,no,0,,,,no,0,,,,yes,1,𣪠,1,no,0,,,,
𦾮,no,0,,,,no,0,,,,yes,2,倝,1,no,0,,,,
𦾵,no,0,,,,no,0,,,,yes,2,熒,1,no,0,,,,
𦾽,no,0,,,,no,0,,,,yes,1,眔,1,no,0,,,,
𦿆,no,0,,,,no,0,,,,yes,1,昜,1,no,0,,,,
𦿏,no,0,,,,no,0,,,,yes,1,瞢,1,no,0,,,,
𧀄,no,0,,,,no,0,,,,yes,1,昜,1,no,0,,,,
𧀩,no,0,,,,no,0,,,,yes,1,易,1,no,0,,,,
𧀬,no,0,,,,no,0,,,,yes,1,桼,1,no,0,,,,
𧀼,no,0,,,,yes,1,0289d,xue1,siet,no,0,,,no,0,,,,
𧁾,no,0,,,,no,0,,,,yes,1,婁,1,no,0,,,,
𧂐,no,0,,,,no,0,,,,yes,1,朿,1,no,0,,,,
𧂲,no,0,,,,no,0,,,,yes,1,匊,1,no,0,,,,
𧃒,no,0,,,,no,0,,,,yes,1,婁,1,no,0,,,,
𧃱,no,0,,,,no,0,,,,yes,1,𤕦,1,no,0,,,,
𧄍,no,0,,,,no,0,,,,yes,1,堯,1,no,0,,,,
𧄎,no,0,,,,no,0,,,,yes,1,䍃,1,no,0,,,,
𧄸,no,0,,,,no,0,,,,yes,1,釁,1,no,0,,,,
𧄽,no,0,,,,no,0,,,,yes,2,贊,1,no,0,,,,
𧅻,no,0,,,,no,0,,,,yes,1,𦰩,1,no,0,,,,
𧆊,no,0,,,,no,0,,,,yes,1,㡀,1,no,0,,,,
𧆐,no,0,,,,no,0,,,,yes,3,𥪴,1,no,0,,,,
𧆓,no,0,,,,no,0,,,,yes,2,麤,1,no,0,,,,
𧆦,no,0,,,,no,0,,,,yes,1,气,2,no,0,,,,
𧆨,no,0,,,,yes,1,0069a,lu2,lu,no,0,,,no,0,,,,
𧇄,no,0,,,,no,0,,,,yes,1,虍,1,no,0,,,,
𧇼,no,0,,,,no,0,,,,yes,1,号,2,no,0,,,,
𧇽,no,0,,,,no,0,,,,yes,1,虍,1,no,0,,,,
𧇿,no,0,,,,no,0,,,,yes,1,且,1,no,0,,,,
𧈖,no,0,,,,no,0,,,,yes,1,𣪠,1,no,0,,,,
𧈚,no,0,,,,no,0,,,,yes,1,襾,2,no,0,,,,
𧈜,no,0,,,,no,0,,,,yes,1,朕,1,no,0,,,,
𧈪,no,0,,,,no,0,,,,yes,1,屮,1,no,0,,,,
